證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
05533P,滬深2X富邦97售01,"30,000",3,"45,200",1.45,1.62,1.45,1.62,+,0.41,1.55,10,1.65,10,0.00,
055340,華新科日盛97購01,"7,000",1,350,0.05,0.05,0.05,0.05,-,0.06,0.05,50,0.10,10,156.50,
055341,台達電凱基97購02,"409,000",4,"64,950",0.21,0.21,0.15,0.15,-,0.07,0.01,87,--,0,118.00,
055342,鴻海凱基97購04,"421,000",14,"122,950",0.32,0.32,0.25,0.25, ,0.0,0.21,100,0.23,10,71.10,
055343,國巨凱基97購03,"410,000",5,"246,800",0.61,0.61,0.58,0.58,X,0.0,0.39,100,0.40,10,290.50,
055344,國巨凱基97購04,"78,000",1,"63,180",0.81,0.81,0.81,0.81,+,0.04,0.43,100,0.44,10,290.50,
055345,國巨凱基98購01,"11,000",2,"2,470",0.23,0.23,0.17,0.17,-,0.03,0.08,10,0.16,10,290.50,
055346,國巨凱基98購02,"21,000",1,"7,140",0.34,0.34,0.34,0.34,-,0.01,0.19,100,0.29,10,290.50,
055347,台積電凱基97購10,0,0,0,--,--,--,--, ,0.0,--,0,0.13,5,276.50,
055348,旺宏凱基97購01,0,0,0,--,--,--,--, ,0.0,0.23,100,0.24,10,27.20,
055349,京元電凱基97購02,"554,000",41,"248,360",0.41,0.55,0.39,0.39,+,0.1,0.35,100,0.37,10,30.50,
05534P,元油反元大96售06,0,0,0,--,--,--,--, ,0.0,0.02,115,0.10,10,0.00,
055350,聯發科凱基97購02,"205,000",17,"58,750",0.28,0.31,0.19,0.19,+,0.05,0.17,100,0.19,10,320.00,
055351,聯發科凱基97購03,"20,000",2,"12,900",0.70,0.70,0.59,0.59,X,0.0,0.50,100,0.51,10,320.00,
055352,奇力新凱基97購01,0,0,0,--,--,--,--, ,0.0,0.13,100,0.14,10,82.50,
055353,華新科凱基98購03,0,0,0,--,--,--,--, ,0.0,0.58,100,0.59,10,156.50,
055354,宏達電凱基98購01,"500,000",3,"147,000",0.30,0.30,0.29,0.29,X,0.0,0.28,100,0.29,10,27.00,
055355,大立光凱基97購05,"475,000",10,"145,820",0.49,0.49,0.28,0.28,-,0.22,0.28,100,0.38,10,"3,725.00",
055356,大立光凱基97購06,"128,000",7,"86,400",0.83,0.83,0.53,0.53,-,0.3,0.43,100,0.53,10,"3,725.00",
055357,欣興凱基97購04,0,0,0,--,--,--,--, ,0.0,0.19,100,0.20,10,28.40,
055358,臻鼎凱基97購01,"149,000",7,"45,440",0.26,0.36,0.26,0.26,+,0.07,0.23,100,0.24,10,87.80,
055359,超眾凱基97購01,0,0,0,--,--,--,--, ,0.0,0.21,100,0.22,10,168.00,
05535P,台積電元大97售06,"87,000",13,"387,150",3.66,4.72,3.66,4.60,+,0.08,4.92,250,5.00,10,0.00,
055360,台表科凱基97購02,"100,000",1,"30,000",0.30,0.30,0.30,0.30,X,0.0,0.14,100,0.15,10,69.80,
055361,樺漢凱基97購01,0,0,0,--,--,--,--, ,0.0,0.09,100,0.11,10,165.00,
055362,GIS凱基97購03,"150,000",2,"29,500",0.21,0.21,0.17,0.17,X,0.0,0.16,100,0.17,10,73.80,
055363,緯穎凱基98購03,"1,336,000",94,"2,673,900",2.07,2.28,1.89,1.89,-,0.21,1.88,54,1.90,10,661.00,
055364,矽創凱基97購03,"2,000",1,260,0.13,0.13,0.13,0.13,+,0.04,0.06,100,0.10,10,123.00,
055365,華通元大97購03,"55,000",5,"30,540",0.59,0.62,0.44,0.44,-,0.09,0.14,71,--,0,29.70,
055366,國巨元大98購05,"40,000",2,"29,300",0.73,0.74,0.73,0.74,+,0.11,0.38,50,--,0,290.50,
055367,台積電元大97購23,"1,404,000",91,"951,950",0.84,0.90,0.52,0.53,-,0.45,0.52,10,0.53,10,276.50,
055368,台積電元大97購24,"139,000",17,"46,580",0.45,0.48,0.26,0.26,-,0.19,0.26,87,0.30,10,276.50,
055369,友訊元大97購01,"1,030,000",101,"253,700",0.29,0.29,0.22,0.23,-,0.07,0.22,100,0.23,10,9.89,
05536P,奇力新元大96售03,"259,000",34,"314,700",1.01,1.34,0.98,1.34,+,0.17,1.34,90,1.35,10,0.00,
055370,旺宏元大97購05,"10,000",1,600,0.06,0.06,0.06,0.06,X,0.0,0.06,20,--,0,27.20,
055371,正崴元大97購02,"260,000",11,"44,250",0.18,0.19,0.14,0.14,-,0.01,0.12,100,0.13,10,27.80,
055372,宏達電元大97購04,"260,000",26,"47,930",0.18,0.21,0.10,0.10,-,0.11,0.02,87,--,0,27.00,
055373,聯詠元大97購03,"185,000",19,"185,580",1.00,1.11,0.87,0.87,-,0.24,0.79,10,0.83,10,171.50,
055374,明泰元大97購01,"20,000",2,"12,600",0.68,0.68,0.58,0.58,-,0.03,0.52,100,0.53,10,17.30,
055375,京鼎元大97購03,0,0,0,--,--,--,--, ,0.0,0.08,100,0.09,10,111.00,
055376,群創元大01購01,"285,000",24,"191,330",0.65,0.71,0.61,0.61,-,0.05,0.55,100,0.56,10,6.02,
055377,揚明光元大98購01,"20,000",1,"5,800",0.29,0.29,0.29,0.29,X,0.0,0.12,88,0.21,10,50.50,
055378,晶相光元大97購02,"31,000",5,"15,790",0.64,0.64,0.43,0.43,-,0.22,0.35,10,0.42,10,80.90,
055379,牧德元大97購03,"21,000",2,"2,300",0.11,0.11,0.10,0.10,-,0.05,0.03,87,0.10,10,274.50,
05537P,群創中信98售01,0,0,0,--,--,--,--, ,0.0,1.02,30,1.03,30,0.00,
055380,智易元大98購02,"50,000",6,"10,150",0.21,0.21,0.20,0.20,-,0.02,0.02,87,--,0,62.00,
055381,茂林元大97購02,"245,000",15,"291,900",1.37,1.37,0.92,0.92,-,0.58,--,0,0.90,10,91.80,
055382,台郡元大99購01,"15,000",2,"20,250",1.39,1.39,1.27,1.27,X,0.0,1.02,100,1.03,10,94.00,
055383,GIS元大97購02,"53,000",8,"13,380",0.20,0.28,0.20,0.21,+,0.03,0.19,100,0.20,10,73.80,
055384,緯穎元大98購02,"71,000",9,"129,010",1.98,1.98,1.55,1.55,-,0.21,1.46,100,1.47,10,661.00,
055385,昇陽半元大98購01,"90,000",7,"16,000",0.26,0.26,0.16,0.17,-,0.06,0.16,100,0.17,10,44.90,
055386,致新元大97購02,"50,000",5,"14,600",0.34,0.35,0.25,0.25,-,0.1,0.24,100,0.25,10,95.00,
055387,世紀鋼元大97購01,"180,000",19,"432,400",2.45,2.46,2.26,2.46,+,0.25,2.15,10,2.18,10,83.60,
055388,華通統一97購03,0,0,0,--,--,--,--, ,0.0,0.14,10,--,0,29.70,
055389,國巨統一98購02,0,0,0,--,--,--,--, ,0.0,0.26,10,0.36,10,290.50,
05538P,玉晶光國票97售02,"113,000",4,"498,400",3.60,4.51,3.60,4.51,+,1.02,4.63,25,--,0,0.00,
055390,國巨統一98購03,0,0,0,--,--,--,--, ,0.0,1.22,10,3.36,10,290.50,
055391,光罩統一97購02,0,0,0,--,--,--,--, ,0.0,0.09,10,0.23,78,24.15,
055392,凱美統一97購03,0,0,0,--,--,--,--, ,0.0,0.06,10,0.10,10,29.50,
055393,華新科統一97購03,"143,000",1,"41,470",0.29,0.29,0.29,0.29,+,0.06,0.19,10,0.29,10,156.50,
055394,健策統一97購01,0,0,0,--,--,--,--, ,0.0,0.10,10,0.42,5,149.50,
055395,泰鼎統一97購01,0,0,0,--,--,--,--, ,0.0,1.30,10,1.39,10,46.55,
055396,瑞儀統一97購01,0,0,0,--,--,--,--, ,0.0,0.13,10,0.23,10,84.50,
055397,超眾統一97購02,0,0,0,--,--,--,--, ,0.0,0.07,10,0.17,10,168.00,
055398,超眾統一97購03,"31,000",1,"5,890",0.19,0.19,0.19,0.19,X,0.0,0.09,10,0.19,10,168.00,
055399,超眾統一99購01,"15,000",1,"1,650",0.11,0.11,0.11,0.11,+,0.01,0.07,10,0.10,10,168.00,
05539P,鎧勝永豐96售01,0,0,0,--,--,--,--, ,0.0,2.28,499,2.33,30,0.00,
055400,緯穎統一97購01,0,0,0,--,--,--,--, ,0.0,2.93,10,2.98,10,661.00,
055401,亞光元富9A購01,"240,000",9,"21,200",0.11,0.11,0.06,0.06,-,0.04,0.05,50,0.06,15,62.00,
055402,正文元富97購02,0,0,0,--,--,--,--, ,0.0,0.18,25,0.19,10,18.75,
055403,泰鼎元富97購01,"58,000",31,"98,060",1.69,1.86,1.27,1.27,-,0.53,1.19,25,1.20,10,46.55,
055404,超眾元富97購01,0,0,0,--,--,--,--, ,0.0,--,0,0.08,10,168.00,
055405,華泰國泰98購01,"30,000",1,"3,900",0.13,0.13,0.13,0.13,-,0.04,0.11,499,0.12,30,9.82,
055406,大毅國泰99購01,"819,000",27,"796,750",0.95,1.07,0.67,0.67,-,0.26,0.66,10,0.67,10,53.50,
055407,祥碩國泰98購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,684.00,
055408,力成國泰98購01,"95,000",5,"106,480",1.14,1.22,1.06,1.06,-,0.26,1.06,499,1.08,30,85.80,
055409,元黃金富邦01購01,"185,000",19,"142,000",0.72,0.87,0.72,0.73,-,0.27,0.71,20,0.73,79,21.93,
05540P,亞德客凱基96售01,"1,524,000",19,"1,041,690",0.69,0.91,0.64,0.91,+,0.01,0.81,100,0.91,10,0.00,
055410,元油反富邦9A購01,0,0,0,--,--,--,--, ,0.0,9.65,10,--,0,22.59,
055411,國巨富邦9A購02,"728,000",38,"96,060",0.15,0.25,0.10,0.25,+,0.05,0.11,10,0.25,5,290.50,
055412,旺宏富邦99購01,0,0,0,--,--,--,--, ,0.0,0.08,10,0.12,10,27.20,
055413,全新富邦98購01,0,0,0,--,--,--,--, ,0.0,0.01,384,0.09,10,74.20,
055414,奇力新富邦9B購01,"35,000",4,"4,490",0.15,0.15,0.10,0.10, ,0.0,0.09,10,0.10,10,82.50,
055415,禾伸堂富邦9B購01,"11,000",1,"2,420",0.22,0.22,0.22,0.22,-,0.04,0.20,299,0.24,10,88.50,
055416,欣興富邦98購01,"14,000",5,"1,900",0.14,0.14,0.11,0.11,-,0.06,0.10,11,0.12,10,28.40,
055417,健策富邦98購02,"402,000",9,"40,200",0.10,0.10,0.10,0.10, ,0.0,0.08,30,0.10,10,149.50,
055418,華通永豐97購01,0,0,0,--,--,--,--, ,0.0,0.03,10,--,0,29.70,
055419,國巨永豐97購03,0,0,0,--,--,--,--, ,0.0,0.05,499,0.08,30,290.50,
05541P,鴻海統一96售08,"8,000",2,"36,640",4.58,4.58,4.58,4.58,X,0.0,4.80,10,4.90,10,0.00,
055420,欣興永豐98購01,"68,000",4,"16,380",0.29,0.29,0.17,0.17,-,0.12,0.16,30,0.18,30,28.40,
055421,玉晶光永豐98購04,"30,000",3,"10,700",0.38,0.38,0.34,0.35,-,0.08,0.16,35,0.23,30,373.50,
055422,康控永豐97購01,0,0,0,--,--,--,--, ,0.0,0.07,30,0.08,30,97.70,
055423,亞光亞東99購01,0,0,0,--,--,--,--, ,0.0,0.05,10,0.08,10,62.00,
055424,聚陽群益98購01,"22,000",3,"4,990",0.23,0.23,0.22,0.22, ,0.0,0.17,25,0.18,10,113.50,
055425,聚陽群益99購01,"200,000",2,"46,000",0.24,0.24,0.22,0.22,-,0.07,0.24,25,0.26,10,113.50,
055426,旺宏群益99購02,0,0,0,--,--,--,--, ,0.0,0.33,25,0.43,10,27.20,
055427,技嘉群益98購01,"15,000",1,"14,550",0.97,0.97,0.97,0.97, ,0.0,0.80,25,0.84,10,43.75,
055428,友達群益9C購01,"1,430,000",103,"206,800",0.18,0.18,0.13,0.14,+,0.01,0.13,25,0.14,10,7.58,
055429,華新科群益99購01,"25,000",1,"3,750",0.15,0.15,0.15,0.15,-,0.04,0.14,25,0.15,5,156.50,
05542P,滬深2X元富96售01,0,0,0,--,--,--,--, ,0.0,3.16,25,3.26,10,0.00,
055430,宏達電群益97購01,"2,000",1,820,0.41,0.41,0.41,0.41,-,0.06,0.17,25,--,0,27.00,
055431,和鑫群益98購01,"55,000",2,"7,200",0.14,0.14,0.12,0.12,X,0.0,0.12,25,0.13,10,9.12,
055432,臻鼎群益97購02,"98,000",1,"15,680",0.16,0.16,0.16,0.16,X,0.0,0.09,25,--,0,87.80,
055433,嘉聯益群益99購01,0,0,0,--,--,--,--, ,0.0,0.21,25,0.22,10,24.20,
055434,樺漢群益97購01,0,0,0,--,--,--,--, ,0.0,0.04,100,0.13,10,165.00,
055435,佳世達中信99購01,"20,000",1,"4,200",0.21,0.21,0.21,0.21,+,0.03,0.19,10,0.20,10,0.00,
055436,晶豪科中信99購01,"5,000",1,"1,600",0.32,0.32,0.32,0.32,X,0.0,0.21,10,0.22,10,0.00,
055437,禾伸堂中信99購01,0,0,0,--,--,--,--, ,0.0,0.52,30,0.54,30,0.00,
055438,鴻海國票98購01,"300,000",30,"45,400",0.18,0.18,0.13,0.14,-,0.05,0.10,50,0.16,10,71.10,
055439,台表科國票98購02,"20,000",3,"1,900",0.12,0.60,0.05,0.05,-,0.06,0.05,25,0.06,10,69.80,
05543P,鴻海元富96售04,"80,000",9,"492,450",5.55,6.30,5.55,6.30,+,1.76,6.45,25,--,0,0.00,
055440,矽力國票98購01,"75,000",4,"119,700",1.76,1.77,1.52,1.52,-,0.12,0.41,12,0.90,10,864.00,
055441,緯穎國票98購01,"11,000",2,"42,770",3.89,3.89,3.87,3.87,+,1.71,2.99,25,3.09,10,661.00,
055442,矽創國票98購02,"80,000",1,"49,600",0.62,0.62,0.62,0.62,+,0.04,0.34,25,0.36,10,123.00,
055443,台虹國票98購01,"10,000",1,"11,900",1.19,1.19,1.19,1.19,-,0.02,0.87,25,0.90,10,42.40,
055444,致新台新97購01,"5,000",1,950,0.19,0.19,0.19,0.19,-,0.05,0.18,10,0.20,10,0.00,
055445,旺宏統一99購01,0,0,0,--,--,--,--, ,0.0,0.22,10,0.32,10,27.20,
055446,奇力新統一9A購01,"43,000",4,"13,630",0.38,0.38,0.21,0.26,-,0.02,0.21,7,0.25,10,82.50,
055447,華新科統一97購04,0,0,0,--,--,--,--, ,0.0,0.05,50,--,0,156.50,
055448,健策統一97購02,0,0,0,--,--,--,--, ,0.0,0.08,10,--,0,149.50,
055449,超眾統一9A購01,"1,000",1,520,0.52,0.52,0.52,0.52,+,0.1,0.32,10,0.42,10,168.00,
05544P,台表科元富96售01,"44,000",1,"148,720",3.38,3.38,3.38,3.38,+,0.25,3.39,25,3.49,10,0.00,
055450,台積電元富97購01,"270,000",6,"40,500",0.16,0.16,0.14,0.15,-,0.09,0.13,50,0.19,11,276.50,
055451,台積電元富97購02,"110,000",2,"4,000",0.04,0.04,0.03,0.03,-,0.05,0.03,10,0.12,10,276.50,
055452,台積電元富97購03,0,0,0,--,--,--,--, ,0.0,0.03,210,0.07,700,276.50,
055453,華邦電元富97購01,0,0,0,--,--,--,--, ,0.0,0.01,347,0.04,10,12.50,
055454,華邦電元富97購02,"20,000",1,"1,000",0.05,0.05,0.05,0.05,X,0.0,0.03,25,0.13,25,12.50,
055455,健策國泰98購02,0,0,0,--,--,--,--, ,0.0,0.09,10,--,0,149.50,
055456,上銀富邦99購01,"345,000",8,"178,840",0.64,0.64,0.46,0.46,+,0.11,0.41,10,0.45,10,219.00,
055457,聚陽永豐97購01,0,0,0,--,--,--,--, ,0.0,0.12,30,0.13,30,113.50,
055458,燿華永豐98購01,"217,000",22,"20,090",0.11,0.11,0.08,0.08,-,0.03,0.06,48,0.08,30,18.90,
055459,建準永豐97購03,"20,000",4,"6,970",0.33,0.37,0.32,0.37,+,0.1,0.31,499,0.32,30,33.10,
05545P,台表科國泰98售01,"78,000",3,"184,880",2.31,2.40,2.31,2.33,-,0.16,2.66,499,2.76,30,0.00,
055460,華擎永豐97購01,"392,000",17,"392,040",1.04,1.11,0.88,0.88,+,0.08,0.87,30,0.88,30,84.50,
055461,TPK永豐97購01,0,0,0,--,--,--,--, ,0.0,0.12,499,0.13,30,37.00,
055462,華邦電日盛97購01,"1,000",1,150,0.15,0.15,0.15,0.15,+,0.05,0.02,25,0.11,25,12.50,
055463,國喬凱基97購01,0,0,0,--,--,--,--, ,0.0,0.07,100,0.10,10,12.95,
055464,聚陽凱基97購01,0,0,0,--,--,--,--, ,0.0,0.06,100,0.10,10,113.50,
055465,和大凱基97購03,0,0,0,--,--,--,--, ,0.0,0.07,100,0.10,10,90.60,
055466,台達電凱基97購03,"50,000",5,"11,700",0.25,0.27,0.20,0.20,-,0.07,0.02,87,--,0,118.00,
055467,國巨凱基97購05,"10,000",1,"5,400",0.54,0.54,0.54,0.54,+,0.11,0.28,100,0.38,10,290.50,
055468,智邦凱基97購04,0,0,0,--,--,--,--, ,0.0,1.12,90,1.14,10,163.00,
055469,台光電凱基97購01,0,0,0,--,--,--,--, ,0.0,0.59,100,0.60,10,104.50,
05546P,全新元大97售01,"4,000",2,"10,630",2.57,2.92,2.57,2.92,+,0.24,3.05,100,--,0,0.00,
055470,南亞科凱基97購01,"15,000",1,"5,250",0.35,0.35,0.35,0.35,+,0.03,0.28,100,0.29,10,59.20,
055471,聯發科凱基97購04,"8,000",2,"5,980",0.81,0.81,0.71,0.71,+,0.22,0.62,100,0.63,10,320.00,
055472,大立光凱基97購07,0,0,0,--,--,--,--, ,0.0,0.58,100,0.59,10,"3,725.00",
055473,禾伸堂凱基97購01,0,0,0,--,--,--,--, ,0.0,0.34,100,0.44,10,88.50,
055474,欣興凱基97購05,"287,000",20,"66,780",0.26,0.26,0.20,0.20,-,0.13,0.14,100,0.20,10,28.40,
055475,臻鼎凱基97購02,"260,000",3,"67,600",0.26,0.26,0.26,0.26,X,0.0,0.22,100,0.23,10,87.80,
055476,台郡凱基97購02,"67,000",2,"70,920",1.06,1.06,1.05,1.05,X,0.0,0.82,100,0.83,10,94.00,
055477,同欣電凱基98購01,"874,000",23,"329,680",0.42,0.44,0.29,0.29,-,0.17,0.26,100,0.28,10,107.50,
055478,訊芯凱基97購01,0,0,0,--,--,--,--, ,0.0,0.09,100,0.11,10,87.00,
055479,GIS凱基97購04,0,0,0,--,--,--,--, ,0.0,0.09,100,0.10,10,73.80,
05547P,群創元大96售03,"20,000",2,"27,900",1.41,1.41,1.38,1.38,-,0.15,1.63,100,1.64,10,0.00,
055480,元上證元大97購02,"17,000",3,"9,770",0.59,0.59,0.56,0.56,-,0.12,0.51,5,0.56,8,29.82,
055481,聚陽元大97購01,"165,000",8,"53,310",0.35,0.35,0.26,0.26,-,0.03,0.25,100,0.26,10,113.50,
055482,聚陽元大97購02,"100,000",11,"27,400",0.33,0.34,0.23,0.23,-,0.09,0.25,100,0.26,10,113.50,
055483,和大元大97購03,"80,000",8,"7,700",0.10,0.10,0.09,0.10, ,0.0,0.09,100,0.10,10,90.60,
055484,華通元大97購04,"290,000",13,"59,500",0.23,0.25,0.14,0.14,-,0.07,0.12,30,--,0,29.70,
055485,國巨元大97購09,"184,000",8,"100,840",0.71,0.71,0.50,0.50,-,0.17,0.27,35,--,0,290.50,
055486,國巨元大98購06,"68,000",7,"53,140",0.89,0.89,0.64,0.64,-,0.33,0.51,19,--,0,290.50,
055487,國巨元大98購07,"170,000",2,"137,100",0.86,0.86,0.79,0.79,-,0.07,0.23,130,--,0,290.50,
055488,華邦電元大98購01,"617,000",61,"92,670",0.18,0.19,0.08,0.08,-,0.09,0.08,10,--,0,12.50,
055489,瑞昱元大97購02,"1,004,000",95,"580,760",0.64,0.67,0.46,0.46,-,0.34,0.43,100,0.44,10,187.00,
05548P,臺股指元大96售02,"63,000",9,"403,050",6.00,7.40,6.00,7.40,+,1.5,7.10,495,7.50,10,0.00,
055490,台光電元大97購01,"14,000",2,"4,040",0.26,0.30,0.26,0.30,+,0.03,0.21,100,0.22,10,104.50,
055491,奇力新元大98購03,0,0,0,--,--,--,--, ,0.0,0.12,100,0.13,10,82.50,
055492,華新科元大97購08,"11,000",3,"3,300",0.30,0.30,0.30,0.30,X,0.0,0.18,20,0.30,7,156.50,
055493,華新科元大97購09,"235,000",26,"71,110",0.35,0.35,0.25,0.26,-,0.07,0.21,100,0.22,10,156.50,
055494,華新科元大98購01,"167,000",14,"51,900",0.31,0.33,0.22,0.22,-,0.02,0.18,100,0.19,10,156.50,
055495,長榮航元大97購01,"60,000",6,"7,400",0.13,0.13,0.12,0.12,-,0.08,0.12,10,0.50,3,10.05,
055496,高鐵元大97購02,0,0,0,--,--,--,--, ,0.0,0.12,100,0.13,10,29.60,
055497,開發金元大97購01,0,0,0,--,--,--,--, ,0.0,0.16,100,0.17,10,7.93,
055498,大立光元大97購07,"335,000",35,"170,110",0.65,0.65,0.38,0.40,-,0.3,0.38,10,--,0,"3,725.00",
055499,大立光元大98購05,"218,000",23,"94,370",0.56,0.57,0.34,0.35,-,0.22,0.20,10,--,0,"3,725.00",
05549P,臺股指元大96售03,"1,717,000",177,"7,750,570",3.74,5.15,3.74,5.15,+,1.38,5.00,496,5.20,5,0.00,
055500,京鼎元大97購04,"58,000",1,"14,500",0.25,0.25,0.25,0.25,-,0.02,0.14,100,0.15,10,111.00,
055501,創意元大97購01,"109,000",7,"64,920",0.57,0.65,0.53,0.53,+,0.06,0.46,100,0.47,10,181.50,
055502,群創元大9C購03,0,0,0,--,--,--,--, ,0.0,0.13,100,0.23,10,6.02,
055503,健策元大98購05,"30,000",3,"5,700",0.23,0.23,0.17,0.17,-,0.05,0.14,100,0.15,10,149.50,
055504,貿聯元大98購04,0,0,0,--,--,--,--, ,0.0,0.06,100,0.07,10,153.50,
055505,新唐元大97購02,0,0,0,--,--,--,--, ,0.0,0.15,100,0.16,10,32.25,
055506,台郡元大99購02,0,0,0,--,--,--,--, ,0.0,0.46,100,0.47,10,94.00,
055507,樺漢元大98購02,"105,000",11,"22,350",0.28,0.28,0.17,0.17,-,0.11,0.14,100,0.15,10,165.00,
055508,矽力元大97購01,"90,000",8,"197,300",2.60,2.60,2.04,2.04,-,0.52,1.35,5,1.80,10,864.00,
055509,訊芯元大97購03,0,0,0,--,--,--,--, ,0.0,0.11,100,0.12,10,87.00,
05550P,臺股指元大96售07,"20,000",2,"151,000",7.35,7.75,7.35,7.75,-,0.85,8.55,495,9.05,10,0.00,
055510,GIS元大97購03,"10,000",2,"1,320",0.12,0.14,0.12,0.14,+,0.03,0.11,102,0.12,10,73.80,
055511,大立光兆豐97購02,"161,000",3,"29,710",0.21,0.21,0.13,0.13,-,0.18,0.13,20,--,0,"3,725.00",
055512,聯詠兆豐97購01,"75,000",4,"48,250",0.66,0.71,0.45,0.45,-,0.11,0.44,10,--,0,171.50,
055513,旺宏亞東98購01,"70,000",2,"14,000",0.20,0.20,0.20,0.20,X,0.0,0.11,10,0.13,10,27.20,
055514,亞光麥證97購01,0,0,0,--,--,--,--, ,0.0,0.05,10,0.10,10,0.00,
055515,聚陽中信9A購01,"13,000",3,"2,400",0.24,0.24,0.17,0.17,-,0.03,0.19,10,0.20,10,0.00,
055516,上銀中信97購01,"299,000",1,"62,790",0.21,0.21,0.21,0.21,-,0.02,0.13,30,0.14,10,0.00,
055517,國巨中信97購03,0,0,0,--,--,--,--, ,0.0,0.04,30,--,0,0.00,
055518,華新科中信99購01,"514,000",18,"48,680",0.18,0.18,0.08,0.08,-,0.11,0.08,980,0.11,20,0.00,
055519,茂林中信99購01,"193,000",31,"88,310",0.51,0.51,0.36,0.37,-,0.14,0.21,87,0.32,30,0.00,
05551P,電子類元大96售01,"28,000",9,"135,820",4.41,5.30,4.20,5.30,+,1.52,5.30,490,5.80,10,0.00,
055520,矽力中信97購02,"436,000",27,"211,350",0.65,0.66,0.42,0.42,-,0.2,0.41,1,0.42,10,0.00,
055521,S&P反1群益01購01,0,0,0,--,--,--,--, ,0.0,2.50,25,--,0,13.87,
055522,道瓊反群益01購01,"9,000",3,"25,310",2.66,2.88,2.66,2.88,+,0.4,2.62,25,--,0,15.07,
055523,道瓊銀群益9A購01,"10,000",1,"1,700",0.17,0.17,0.17,0.17,-,0.1,0.16,25,0.26,10,16.30,
055524,鴻海群益98購01,"300,000",2,"117,000",0.42,0.42,0.36,0.36,+,0.05,0.28,25,0.30,10,71.10,
055525,國巨群益98購05,"10,000",1,"5,300",0.53,0.53,0.53,0.53,X,0.0,0.42,10,--,0,290.50,
055526,台積電群益97購02,"130,000",15,"11,650",0.09,0.10,0.08,0.09,-,0.08,0.07,35,0.08,10,276.50,
055527,旺宏群益99購03,0,0,0,--,--,--,--, ,0.0,0.29,25,0.39,10,27.20,
055528,華邦電群益97購01,0,0,0,--,--,--,--, ,0.0,0.02,25,0.03,10,12.50,
055529,華邦電群益97購02,"10,000",1,300,0.03,0.03,0.03,0.03,X,0.0,0.01,25,0.03,10,12.50,
05552P,聯詠群益96售01,0,0,0,--,--,--,--, ,0.0,3.39,25,3.49,10,0.00,
055530,聯發科群益98購01,"3,000",1,570,0.19,0.19,0.19,0.19,-,0.09,0.11,25,0.21,10,320.00,
055531,華新科群益98購03,0,0,0,--,--,--,--, ,0.0,0.09,25,0.11,10,156.50,
055532,中工群益98購01,"43,000",4,"14,060",0.36,0.36,0.29,0.29,-,0.06,0.27,25,0.28,10,5.74,
055533,大立光群益97購03,0,0,0,--,--,--,--, ,0.0,0.08,25,0.18,10,"3,725.00",
055534,晶技群益97購03,"2,000",1,"1,840",0.92,0.92,0.92,0.92,+,0.22,0.78,3,--,0,44.00,
055535,緯創群益98購01,"86,000",6,"9,910",0.13,0.13,0.09,0.09, ,0.0,0.09,25,0.10,10,22.15,
055536,嘉聯益群益99購02,0,0,0,--,--,--,--, ,0.0,0.19,25,0.20,10,24.20,
055537,康友群益97購03,0,0,0,--,--,--,--, ,0.0,0.15,88,0.23,10,153.00,
055538,鴻海日盛97購04,"473,000",25,"55,260",0.15,0.19,0.10,0.16,-,0.02,0.10,23,0.16,10,71.10,
055539,億光台新97購01,0,0,0,--,--,--,--, ,0.0,0.05,10,0.08,10,0.00,
05553P,智原群益96售01,0,0,0,--,--,--,--, ,0.0,3.81,25,3.91,10,0.00,
055540,京鼎台新97購01,0,0,0,--,--,--,--, ,0.0,0.03,10,0.06,10,0.00,
055541,聚陽凱基98購01,0,0,0,--,--,--,--, ,0.0,0.12,100,0.13,10,113.50,
055542,亞德客凱基97購01,"10,000",1,"1,600",0.16,0.16,0.16,0.16,+,0.05,0.12,100,0.14,10,399.50,
055543,為升凱基97購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,129.50,
055544,鴻海凱基97購05,0,0,0,--,--,--,--, ,0.0,0.01,397,0.10,10,71.10,
055545,國巨凱基97購06,0,0,0,--,--,--,--, ,0.0,0.84,100,0.85,10,290.50,
055546,台積電凱基97購12,0,0,0,--,--,--,--, ,0.0,--,0,--,0,276.50,
055547,台積電凱基97購13,"125,000",1,"23,750",0.19,0.19,0.19,0.19,X,0.0,0.02,35,--,0,276.50,
055548,旺宏凱基97購02,0,0,0,--,--,--,--, ,0.0,0.19,100,0.21,10,27.20,
055549,旺宏凱基97購03,0,0,0,--,--,--,--, ,0.0,0.16,100,0.17,10,27.20,
05554P,群創群益96售02,0,0,0,--,--,--,--, ,0.0,1.19,25,1.26,10,0.00,
055550,華邦電凱基97購03,0,0,0,--,--,--,--, ,0.0,0.06,20,0.10,10,12.50,
055551,致茂凱基98購01,0,0,0,--,--,--,--, ,0.0,0.33,100,0.34,10,114.00,
055552,瑞昱凱基97購02,0,0,0,--,--,--,--, ,0.0,0.15,100,0.17,10,187.00,
055553,聯發科凱基97購05,0,0,0,--,--,--,--, ,0.0,0.08,20,0.12,10,320.00,
055554,聯發科凱基97購06,0,0,0,--,--,--,--, ,0.0,0.57,100,0.58,10,320.00,
